class_id,class_name,precision,recall,map50,map50_95
0,accidentalDoubleFlat,0.9243125634853572,0.4734042553191489,0.4746739130434783,0.35234648515730954
1,accidentalDoubleSharp,0.952512833018435,0.3677309007981756,0.3741772751774053,0.2701818079845098
2,accidentalFlat,0.9798505373600509,0.6772228330419423,0.6749397235015743,0.5694234029572203
3,accidentalNatural,0.9801368673515483,0.4925573775082968,0.4949305557395812,0.39293626388293434
4,accidentalSharp,0.9919588599800431,0.8240361906662675,0.824959279883517,0.7311020286369204
5,arpeggio,0.7869896946561258,0.15313653136531366,0.15096263033167048,0.0770931895558253
6,articAccentAbove,0.9614745720133863,0.5609316411883473,0.5645315811244807,0.44608605365607606
7,articAccentBelow,0.9713164808298561,0.5607683782785371,0.5646494201205168,0.44239708426100066
8,articMarcatoAbove,0.9231711215626691,0.4238375200427579,0.4237937112035175,0.2959191023912966
9,articMarcatoBelow,0.9227589269501368,0.31607843137254904,0.3142613856957175,0.21145257956864155
10,articStaccatissimoAbove,0.812730315278584,0.054939129499248264,0.05488000429808339,0.01595275488264174
11,articStaccatissimoBelow,0.8206947327582775,0.021739130434782608,0.05113095238095239,0.011706410256410256
12,articStaccatoAbove,0.6810671499170223,0.08393901327977235,0.08382117390344503,0.03324473125651042
13,articStaccatoBelow,0.7064103512181867,0.07570639643986918,0.08012326021781069,0.03007542726012765
14,articTenutoAbove,0.7432334719853914,0.030775265145216207,0.032317708333333334,0.01572095683715777
15,articTenutoBelow,0.7948652752582359,0.03701825557809331,0.03835342789598108,0.014102830070076261
16,augmentationDot,0.6381788381892132,0.1830594638107238,0.17803179782522827,0.07466500650133183
17,beam,0.9556421653781554,0.47601795318450635,0.4744168991686246,0.40252409294226094
18,brace,0.9974893811018779,0.8895005715085493,0.8849475892214159,0.8479299100879809
19,caesura,0.9203347194811876,0.5630252100840336,0.6159740792731988,0.3409713595840328
20,clef15,0.9521266420511016,0.3201820940819423,0.35001425887551485,0.17768373344043986
21,clef8,0.8359306589537496,0.6745424292845258,0.6700898558008551,0.44491218823769946
22,clefCAlto,0.9968136082792151,0.9911347517730497,0.9949227379952325,0.9850121704706233
23,clefCTenor,0.9896849422275291,0.9192886456908345,0.915,0.9066488049458965
24,clefF,0.9988502459025758,0.9942350332594235,0.9946302252136836,0.9865620399415767
25,clefG,0.9991428092183327,0.9981949443366,0.994332875045327,0.9921542962571868
26,clefUnpitchedPercussion,0.9152902718168596,0.47096774193548385,0.4965493168304222,0.3303181765239714
27,coda,0.7963936773269285,0.34285714285714286,0.34690981432360746,0.16171222053808265
28,dynamicCrescendoHairpin,0.9721732094950183,0.5983090483899982,0.6040990765621749,0.5366275445262649
29,dynamicDiminuendoHairpin,0.9532542248293736,0.5858772531850996,0.6005923538704439,0.5239453128960778
30,dynamicF,0.9803126243205287,0.7671026333321646,0.7648443211684995,0.6813304171485417
31,dynamicM,0.9743504802270161,0.6300384269479192,0.6346576604835444,0.49557986246121394
32,dynamicP,0.97687567040578,0.7777497318104373,0.7748421494118624,0.6520706539733607
33,dynamicR,0.0,0.0,0.0,0.0
34,dynamicS,0.8174043536180643,0.15458937198067632,0.1531252774929338,0.06224815382390279
35,dynamicZ,0.9015800176077671,0.2028985507246377,0.20290476190476192,0.07722121582121581
36,fermataAbove,0.9914258657728563,0.8189714285714286,0.8248837908834978,0.7232297357369059
37,fermataBelow,0.9904198952723245,0.608136043891895,0.6141234786718658,0.4843138647832096
38,fingering0,0.9482655965094747,0.28888888888888886,0.3077195304100435,0.20676144082503853
39,fingering1,0.7458419520035632,0.21359582148676262,0.211946934732514,0.09676403636427416
40,fingering2,0.6973284206427337,0.28591615638247764,0.2762249552741605,0.16370496802024373
41,fingering3,0.7078062835070867,0.20856995353639649,0.1981639719054104,0.11366006788706695
42,fingering4,0.7070056291024264,0.26949904882688647,0.2627215743685966,0.14012856982519412
43,fingering5,0.3703205421929755,0.12549019607843137,0.11059214109621524,0.06358681899946003
44,flag128thDown,0.9640526795859817,0.90625,0.905,0.7631600964422056
45,flag128thUp,0.6199352837220937,0.5348837209302325,0.5212225157621577,0.35428654337989374
46,flag16thDown,0.983769494038796,0.6002485089463221,0.6044616962623433,0.4910257181349472
47,flag16thUp,0.957501536928916,0.5118202539889287,0.5144411623414685,0.4068975053944454
48,flag32ndDown,0.9838756764595115,0.475140712945591,0.4749295070324475,0.3799667705500379
49,flag32ndUp,0.937052344448708,0.542560553633218,0.5511979300651053,0.40880317463629023
50,flag64thDown,0.9555775663641904,0.5831325301204819,0.5848367346938775,0.4798147742522508
51,flag64thUp,0.8471717091694828,0.826865671641791,0.8305190462731752,0.6071484667216857
52,flag8thDown,0.9812836099185548,0.6541575703982093,0.6549831082012109,0.5389444564864354
53,flag8thUp,0.9603141145131782,0.5457573405768982,0.5449183167875252,0.4182507056473602
54,keyFlat,0.959970110187097,0.8933801502725531,0.8947171530612819,0.7814678130002717
55,keyNatural,0.9135546400664092,0.5015075376884423,0.5038020664863887,0.35598305377996925
56,keySharp,0.9955337238188501,0.9562592781592132,0.9548213308749957,0.8935982658827175
57,keyboardPedalPed,0.9863823659080443,0.785501489572989,0.7849493029150825,0.722710343328977
58,keyboardPedalUp,0.9890569418426752,0.901547432159677,0.904330670609246,0.8512907603089183
59,ledgerLine,0.0,0.0,0.0,0.0
60,noteheadBlackInSpace,0.9755490121816056,0.817841803059015,0.8146061779193849,0.6973071065735529
61,noteheadBlackOnLine,0.9772499241349966,0.791598314870148,0.7946579497386572,0.6751042103121845
62,noteheadDoubleWholeInSpace,0.7928821057474742,0.6296296296296297,0.62798426598978,0.39194889463011634
63,noteheadDoubleWholeOnLine,0.8313355251386755,0.6746411483253588,0.6959909183195779,0.4683407010494821
64,noteheadHalfInSpace,0.9639485997277901,0.8343221668351518,0.8341505146617018,0.7013928025602711
65,noteheadHalfOnLine,0.9730248374760669,0.809025738286143,0.8133766969703716,0.6816298694445695
66,noteheadWholeInSpace,0.9585891992661447,0.8260362788664676,0.823898880608138,0.7065238983071156
67,noteheadWholeOnLine,0.9735991371838014,0.8520539384179026,0.8542046825312282,0.7299261326355528
68,ornamentMordent,1.0,0.21613879206216643,0.25528820862457136,0.16308111381837279
69,ornamentTrill,0.9611092120957065,0.4558951965065502,0.46382633333512846,0.3530601185294418
70,ornamentTurn,0.0,0.0,0.0,0.0
71,ornamentTurnInverted,0.0,0.0,0.0,0.0
72,ottavaBracket,0.808493273521504,0.10004587166292864,0.10589701800480296,0.06379095034890891
73,repeatDot,0.6301563326403165,0.21163120567375887,0.2091240087330697,0.07736949937019598
74,rest128th,0.9790091164112291,0.9430051813471503,0.9379747686432177,0.8748417990566176
75,rest16th,0.9935708411345158,0.8903566980419381,0.8949153807080421,0.7975813871899449
76,rest32nd,0.9971342068678308,0.8751624548736462,0.874945401060506,0.8001620114801792
77,rest64th,0.9981389023932655,0.9376887891602658,0.9349953797819257,0.8790487138728785
78,rest8th,0.9791203819932124,0.8577953971372438,0.8549950148342713,0.7500090586636666
79,restDoubleWhole,1.0,0.0,0.018359035974658752,0.007639230926655584
80,restHBar,0.8932642756996194,0.9852941176470589,0.9821884194189361,0.8058408164780559
81,restHalf,0.9157938282236089,0.5572624663488849,0.5539843760667149,0.3724690293949911
82,restQuarter,0.9739170063850129,0.8924002206444954,0.8949214408537045,0.7808503226741353
83,restWhole,0.9077277736001232,0.7089787751902807,0.7127848281416893,0.49906299666595
84,segno,0.9727620225352221,0.797752808988764,0.7948611111111111,0.7295918863123594
85,slur,0.9613561458995001,0.5732697069934747,0.5746474961301542,0.498861392699866
86,staff,0.9677753142141694,0.8472553514451225,0.8448254907174949,0.7841806321676705
87,stringsDownBow,0.9785303149881596,0.43201374588600006,0.4429019203794484,0.31134863861947537
88,stringsUpBow,0.9724375684205975,0.4206896551724138,0.4334597649653251,0.29228692513213983
89,tie,0.9475457088157728,0.38941863316545,0.3941536299930104,0.30453267767136194
90,timeSig0,1.0,0.0,0.021363636363636362,0.0116013986013986
91,timeSig1,0.9627682075395236,0.5659090909090909,0.572810282515044,0.35213550056643345
92,timeSig2,0.9785889155208001,0.819015444015444,0.8148291024979051,0.6999162837116475
93,timeSig3,0.9832271810296819,0.7950216911027639,0.7946175058450509,0.7044328381546114
94,timeSig4,0.9925186682189989,0.9333703498056635,0.9344683661685357,0.8345475536222386
95,timeSig5,0.9690070319571145,0.6611374407582938,0.6645135532360279,0.5740470036024496
96,timeSig6,0.931935341692061,0.706700379266751,0.7047359486286082,0.6106860131722132
97,timeSig7,0.9870825005132257,0.615,0.614758064516129,0.4712746213149209
98,timeSig8,0.9932276806359079,0.7971754807692307,0.8046611204329,0.7034742665021987
99,timeSig9,0.9102636134119114,0.5970149253731343,0.5944142464678179,0.491493645628413
100,timeSigCommon,0.9979175534353016,0.9935841620457357,0.9949884133616392,0.9619736337007272
101,timeSigCutCommon,0.997132261871785,0.846003573849251,0.8544354838709678,0.7441826338264776
102,tuplet1,0.0,0.0,0.0,0.0
103,tuplet2,1.0,0.06413199015067246,0.09893674797523694,0.0668040354043622
104,tuplet3,0.9516636641245244,0.5235631800280355,0.5244055025862299,0.42390240035641896
105,tuplet4,0.8663194483302988,0.2763108404989479,0.31245042722038086,0.15012300748703006
