class_id,class_name,precision,recall,map50,map50_95
0,accidentalDoubleFlat,0.0,0.0,0.0,0.0
1,accidentalDoubleSharp,0.9972310352793494,0.43329532497149376,0.435,0.37846453202312513
2,accidentalFlat,0.9950798958745128,0.6867396045493052,0.6849835765525261,0.629127010119224
3,accidentalNatural,0.9793620516590892,0.5392015459370143,0.5349892678747747,0.47932367831154316
4,accidentalSharp,0.9992175917182468,0.8637795065777206,0.864843174425296,0.8208444755264411
5,arpeggio,0.9486288026016743,0.19151291512915128,0.19431137258561226,0.1506175069850922
6,articAccentAbove,0.9922401227996267,0.5597057975194693,0.5639997322067698,0.4971819009050171
7,articAccentBelow,0.9912382568069883,0.5849033370274597,0.585,0.5175515774250046
8,articMarcatoAbove,0.5010909804815622,0.6483164083377873,0.33098684210526313,0.2778029272827833
9,articMarcatoBelow,0.9700231252394043,0.44,0.4446540045485279,0.3711181812880838
10,articStaccatissimoAbove,0.7716994640906787,0.21004761593828242,0.17922842855005008,0.08784058578093625
11,articStaccatissimoBelow,0.8269046406892652,0.24347826086956523,0.24612508592342924,0.09529478961740435
12,articStaccatoAbove,0.7264663566323839,0.1932353206458014,0.19250569481331484,0.09337835713147599
13,articStaccatoBelow,0.7186753847896498,0.1876306900434293,0.1833143633806612,0.08860328434737748
14,articTenutoAbove,0.30191958373385447,0.0586269744835966,0.017065916398713826,0.00955403226255232
15,articTenutoBelow,0.8063364283634717,0.0218052738336714,0.024302325581395348,0.012392568756986891
16,augmentationDot,0.7541242435510974,0.279990025199496,0.2816462562742877,0.14169568658535717
17,beam,0.9781061716524709,0.5406733165284054,0.544743751165284,0.48882431913158386
18,brace,0.9988551356053198,0.8966385966549255,0.8949337412778493,0.8541011523029333
19,caesura,0.9310244141496954,0.7467317795518721,0.7669071829485739,0.5335559563941465
20,clef15,1.0,0.7388412320470664,0.735,0.6783543111308206
21,clef8,0.9667938630627593,0.79528563505269,0.794966741645471,0.7214231403192028
22,clefCAlto,0.9999627377119178,0.9973404255319149,0.995,0.9929513040400162
23,clefCTenor,0.9742587264671212,0.9699042407660738,0.9469778555472494,0.9455072627904049
24,clefF,0.9997655851833721,0.9954351616929674,0.9949591076979774,0.9928364278273543
25,clefG,0.9999087739015924,0.9985704615170339,0.9949986840708254,0.9949443683367966
26,clefUnpitchedPercussion,0.9931698709715704,0.9381404567215758,0.9547986577181208,0.8292452928847606
